Title,Price,Registration Date,Mileage,Fuel Type,Transmission,Engine Size,Doors,Colour,Body Type,URL,Sale Date
VW Golf 2010 1.6 SE TDI ,"1,220.00",2010,188800,Diesel,Manual,1.6,5,White,Hatchback,https://www.ebay.co.uk/itm/234601568243?hash=item369f57d7f3:g:AZQAAOSwcpFitvyy, 2 Jul 2022
2010 Volkswagen Golf 1.4 TSI S 5dr HATCHBACK Petrol Manual,"2,450.00",2010,90199,Petrol,Manual,1.4,3,Black,Hatchback,https://www.ebay.co.uk/itm/234600789561?hash=item369f4bf639:g:GlgAAOSwO0xitg~L, 2 Jul 2022
Volkswagen golf 1.9tdi,"1,200.00",2004,163000,Diesel,Manual,1.9,5,Blue,Hatchback,https://www.ebay.co.uk/itm/144623491844?hash=item21ac3b5b04:g:yBoAAOSwvchiuipW, 2 Jul 2022
VW Golf cabriolet  MK IV,640.00,1997,75575,Petrol,Manual,1.8,2,Blue,Convertible,https://www.ebay.co.uk/itm/314050728656?hash=item491ee1d2d0:g:WiMAAOSwVaJip37q, 3 Jul 2022
2013 Volkswagen Golf 1.6TDI SE Bluemotion,"6,750.00",2013,91978,Diesel,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/155060589372?hash=item241a54d33c:g:CjkAAOSw6hVitvjP, 3 Jul 2022
2004 Volkswagen Golf 1.6. MOT'd until 01.11.2022.,670.00,2004,165511,Petrol,Manual,1.6,5,Blue,Hatchback,https://www.ebay.co.uk/itm/165549359802?hash=item268b82c2ba:g:1MgAAOSw8Apit2hp, 3 Jul 2022
VW Golf Gti MK5 2.0l Turbo 2005,"2,700.00",2005,132000,Petrol,Manual,2,3,Silver,Hatchback,https://www.ebay.co.uk/itm/255594931641?hash=item3b82a525b9:g:pdYAAOSwlHRisvzC, 3 Jul 2022
2013 Volkswagen Golf S MK7 1.6 TDI Diesel   ,"4,850.00",2013,93000,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/354125720755?hash=item527389acb3:g:zv4AAOSwXXVitMb6, 3 Jul 2022
"Volkswagen Golf mk5 gti , barnfind, trackday project","1,220.00",2005,145000,Petrol,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/234603643309?hash=item369f7781ad:g:H60AAOSwirpiuZwN, 4 Jul 2022
1997 VW Golf cabriolet convertible ,700.00,1997,2023,Petrol,Automatic,1.8,2,Blue,Convertible,https://www.ebay.co.uk/itm/195171500163?hash=item2d7120c083:g:SlEAAOSwUaBiuaLj, 4 Jul 2022
2006 mk5 Volkswagen Golf R32 Black Manual ,"4,800.00",2006,143000,Petrol,Manual,3.2,5,Black,Hatchback,https://www.ebay.co.uk/itm/384978652602?hash=item59a2840dba:g:ayQAAOSwhqZivJJY, 4 Jul 2022
vw golf 2007 1.6 fsi mk saloon car,560.00,2007,199000,Petrol,Manual,1.6,5,Silver,Saloon,https://www.ebay.co.uk/itm/185485604962?hash=item2b2fcdb862:g:nIIAAOSwY09ik-aO, 5 Jul 2022
VW Golf Match 2011 1.6 TDI ,"1,920.00",2011,186562,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/155059738588?hash=item241a47d7dc:g:0C0AAOSwefViv2eY, 4 Jul 2022
Volkswagen Golf 1.6 fsi blue ,855.00,2004,129000,Petrol,Manual,1.6,5,Blue,Hatchback,https://www.ebay.co.uk/itm/185484705845?hash=item2b2fc00035:g:7QEAAOSwVGRihmwG, 5 Jul 2022
"VW Golf 1.6 Petrol, 97K miles (12 Months MOT)",845.00,2001,97000,Petrol,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/155049338782?hash=item2419a9279e:g:0D4AAOSwLCZig36Z, 5 Jul 2022
Vw golf mk4 automatic cheap runner ,"1,600.00",2003,87000,Diesel,Automatic,1.9,5,,Hatchback,https://www.ebay.co.uk/itm/255615123900?hash=item3b83d941bc:g:fMYAAOSwGlFiw~54, 5 Jul 2022
2018 18 VW GOLF 2.0 TDI 150 R LINE DSG AUTOMATIC HATCH GREY MK7.5 EU6 NO RESERVE,"12,500.00",2018,108000,Diesel,Automatic,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/225050883016?hash=item346613f3c8:g:lyUAAOSwAVBiuzHg, 5 Jul 2022
"Volkswagen, GOLF, Hatchback, 2005, Mileage 44000","1,400.00",2005,44000,Petrol,Manual,1.4,3,Silver,Hatchback,https://www.ebay.co.uk/itm/325256753586?hash=item4bbad031b2:g:kDwAAOSwjy9iuAi-, 5 Jul 2022
2011 Volkswagon Golf Blue Motion. 1600cc  5 door Hatchback. Manual transmission.,"2,100.00",2011,131000,Diesel,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/225059682342?hash=item34669a3826:g:2VkAAOSwEidiwwmh, 5 Jul 2022
2008 (57) VW GOLF R32 3.2 V6 - DSG 250BHP - 4MOTION MK5 ,"4,500.00",2008,130000,Petrol,Automatic,3.2,3,Black,Hatchback,https://www.ebay.co.uk/itm/225052439396?hash=item34662bb364:g:Q48AAOSwfxRivJqj, 6 Jul 2022
Volkswagen Golf mk4 Gti 1.8T ,"4,200.00",2002,53584,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/295064948006?hash=item44b33dcd26:g:g0IAAOSwdV1iuJe-, 6 Jul 2022
"2010 Volkswagen Golf 1.6 TDi 105 SE 5dr DSG, Auto, 2010, GREY HATCHBACK Diesel","4,815.00",2010,90000,Diesel,Automatic,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/234606340644?hash=item369fa0aa24:g:jpcAAOSwYmhivK~-, 6 Jul 2022
2005 (55) VOLKSWAGEN GOLF 1.9 TDI SE 105BHP MANUAL ,620.00,2005,179537,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/204017000002?hash=item2f805c5e42:g:HMkAAOSw6sNivK~8, 6 Jul 2022
2006 VW Golf 2.0TDI Sport,870.00,2006,151000,Diesel,Manual,2,3,Silver,Hatchback,https://www.ebay.co.uk/itm/225053527855?hash=item34663c4f2f:g:RDgAAOSwXXVivZTD, 7 Jul 2022
Vw Golf TDI GT BLACK ,"2,715.00",1972,150000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/225053756578?hash=item34663fcca2:g:15cAAOSwx5VivcAD, 7 Jul 2022
VW GOLF MK 4 diesel 1.9 GT TDI ,705.00,2002,210000,Diesel,Manual,1.9,4,Silver,Hatchback,https://www.ebay.co.uk/itm/115448750212?hash=item1ae1482084:g:KWcAAOSwzIxivakN, 7 Jul 2022
VW Golf Match 2011 1.6 TDI ,"1,900.00",2011,186562,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/155063916214?hash=item241a8796b6:g:0C0AAOSwefViv2eY, 7 Jul 2022
Volkswagen Golf GT 2.0 TDI 2005 Five door in red,"1,145.00",2005,137000,Diesel,Manual,2,5 door,red,Hatchback,https://www.ebay.co.uk/itm/144636752055?hash=item21ad05b0b7:g:3IAAAOSwIyZivbdK, 7 Jul 2022
volkswagen golf gti turbo,950.00,2001,135000,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/175344434729?hash=item28d357be29:g:VwIAAOSwihdiuZR~, 8 Jul 2022
VW Golf GT TDI Manual ,800.00,2001,210000,Diesel,Manual,1.9,5,,Hatchback,https://www.ebay.co.uk/itm/125395688627?hash=item1d322a5cb3:g:Ed4AAOSwZ21ig-1H, 8 Jul 2022
VW Golf VR6 Highline Mulberry,"1,200.00",1998,205000,Petrol,Manual,2.8,5,Purple,Hatchback,https://www.ebay.co.uk/itm/185489564396?hash=item2b300a22ec:g:ItYAAOSwmjJipGVB, 8 Jul 2022
Volkswagen golf mk4 gt tdi pd130 (2003) **low mileage**124k miles**,"2,950.00",2003,124000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/284852827360?hash=item42528d34e0:g:I2IAAOSweLdipi96, 9 Jul 2022
vw golf sdi,580.00,2006,212187,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/265757258728?hash=item3de05df3e8:g:9AkAAOSwViRim0dx, 8 Jul 2022
2018 Golf GTD AUTO DSG ,"14,000.00",2018,11400,Diesel,Automatic,2,5,White,Hatchback,https://www.ebay.co.uk/itm/134167660694?hash=item1f3d040896:g:FCgAAOSwo-1iyFrV, 8 Jul 2022
VW Golf 2.0 TDi Blue Motion - Full History - 30 Tax Bilstein Suspension!,"6,495.00",2011,77000,Diesel,Manual,2,5,White,Hatchback,https://www.ebay.co.uk/itm/255599523691?hash=item3b82eb376b:g:KMgAAOSweQZitsuL, 9 Jul 2022
mk3 golf gti pickup ,561.02,1997,10800,Petrol,Manual,2,2,Green,Pickup,https://www.ebay.co.uk/itm/374161942489?hash=item571dca27d9:g:qhoAAOSwnLliiq0c, 9 Jul 2022
2008 Volkswagen Golf 1.6 Match FSI 5dr HATCHBACK PETROL Manual,"1,300.00",2008,144809,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/304558647175?hash=item46e91c2787:g:HboAAOSw2TBisd18, 9 Jul 2022
VW GOLF 1.9 TDI SE GOLF WITH CRUISE CONTROL VERY RELIABLE,842.00,2004,156000,Diesel,Manual,1.9,5,Blue,Hatchback,https://www.ebay.co.uk/itm/185491726333?hash=item2b302b1ffd:g:ASMAAOSwy~Fixp3u, 10 Jul 2022
VW Golf 1.6 FSI,"1,170.00",2006,118000,Petrol,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/255612057543?hash=item3b83aa77c7:g:FxIAAOSwx~1iwYBL, 10 Jul 2022
2003 Mk4 VW Golf 1.9 GT TDI ,620.00,2003,187000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/384989664493?hash=item59a32c14ed:g:ndEAAOSwIElixDT7, 10 Jul 2022
VOLKSWAGEN GOLF GTi MK4 1.8 TURBO EXCLUSIVE 180BHP   2003(03),"1,220.00",2003,164380,Petrol,Manual,1.8,3,Reflex Silver,Hatchback,https://www.ebay.co.uk/itm/325249516362?hash=item4bba61c34a:g:tv4AAOSwln1ivbG9, 10 Jul 2022
Volkswagen Golf 1.6 TDI Match 2010,"1,990.00",2010,175000,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234619096423?hash=item36a0634d67:g:8VUAAOSwvYliysSp, 10 Jul 2022
VW GOLF 2.0 GT-TDI MK6  140 BHP  6 SPEED MANUAL ,"2,850.00",2010,119800,Diesel,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/204025339671?hash=item2f80db9f17:g:DUoAAOSwEl9iwXKb, 10 Jul 2022
2002 Volkswagen Golf Gt Tdi,"1,240.00",2002,125000,Diesel,Manual,1.9,5,Silver,5 Door Hatchback,https://www.ebay.co.uk/itm/265764465608?hash=item3de0cbebc8:g:owcAAOSw6OtiwdrP, 10 Jul 2022
VW Golf GTI Mk 6 DSG - 2010 - Low Milage - High Spec - Japanese Import,"6,600.00",2010,78000,Petrol,Automatic,2,5,White,Hatchback,https://www.ebay.co.uk/itm/314059860342?hash=item491f6d2976:g:1VcAAOSwzm1iwfEc, 10 Jul 2022
VW GOLF GTI performance pack dsg  auto mk7,"12,101.00",2015,80000,Petrol,Semi Auto,2,3,Grey,3 Door Hatchback,https://www.ebay.co.uk/itm/115453387249?hash=item1ae18ee1f1:g:nWAAAOSwkQpiwrLW, 11 Jul 2022
VW Golf Mk3 GTi 2.0 16v - Starts and Runs,980.00,1998,157000,Petrol,Manual,2,5,Green,Hatchback,https://www.ebay.co.uk/itm/304555369115?hash=item46e8ea229b:g:LnEAAOSwTHJixbZU, 11 Jul 2022
Volkswagen Golf 1.6 TDI Match 2010,"1,990.00",2010,175000,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234619420896?hash=item36a06840e0:g:8VUAAOSwvYliysSp, 11 Jul 2022
Volkswagen Golf 1.6 TDI Match 2010,"1,990.00",2010,175000,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234620610158?hash=item36a07a666e:g:8VUAAOSwvYliysSp, 11 Jul 2022
Volkswagen Golf GT Bluemotion 2.0 2013,"5,800.00",2013,113000,Diesel,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/265764339253?hash=item3de0c9fe35:g:pR8AAOSwqrliwcjS, 12 Jul 2022
Volkswagen Golf MK2 Driver Harlequin Design,"1,120.00",1989,103000,Petrol,Manual,1.6,3,Multi coloured,Hatchback,https://www.ebay.co.uk/itm/175346383221?hash=item28d3757975:g:ulQAAOSwmo5ihnZt, 12 Jul 2022
2009 Volkswagen Golf TDi DSG Automatic,"2,750.00",2009,84000,Diesel,Automatic,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/175341635046?hash=item28d32d05e6:g:ZZAAAOSwtJdivgj2, 12 Jul 2022
1989 Mk2 Golf GTI 16V Electric Recaro 2 Owners Garaged last 20 Years! Must See!,"7,800.00",1990,164000,Petrol,Manual,2,5,blue,Hatchback,https://www.ebay.co.uk/itm/284885500657?hash=item42547fc2f1:g:QuUAAOSwGuRitXhp, 12 Jul 2022
VW Golf mk4 GTI 1.8  6 speed 180 bhp,"1,300.00",2003,195000,Petrol,Manual,1.8,5,Black,Hatchback,https://www.ebay.co.uk/itm/265759593793?hash=item3de0819541:g:K9IAAOSwuM5itqcT, 13 Jul 2022
BLACK VW GOLF 1.9 2007 MANUAL TINTS,960.00,2007,152000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/304554367663?hash=item46e8dadaaf:g:N-0AAOSwLoxiuwRG, 12 Jul 2022
2011 VW Golf for sale,"2,500.00",2010,96127,Petrol,Manual,1.4,3,Silver,Hatchback,https://www.ebay.co.uk/itm/325256673708?hash=item4bbacef9ac:g:9E4AAOSwna9ixJO5, 12 Jul 2022
Volkswagen Golf Gtd 2011 61 Automatic Leathers Charleston Sat Nav full history ,"6,350.00",2011,135786,Diesel,Automatic,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/403762585811?hash=item5e022020d3:g:flAAAOSwyktiyE~R, 13 Jul 2022
vw golf mk5 gt tdi 140,685.00,2005,129000,Diesel,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/175343880674?hash=item28d34f49e2:g:YmEAAOSwmcdixasL, 14 Jul 2022
Volkswagen Golf 1.4TSI Match,"3,600.00",2010,104363,Petrol,Manual,1.4,5,Silver,Hatchback,https://www.ebay.co.uk/itm/284892648860?hash=item4254ecd59c:g:MZMAAOSwHvxizDYY, 13 Jul 2022
Volkswagon Golf 1.8t GTi 2002 5dr Hatchback,800.00,2002,180000,Petrol,Manual,1.8,5,Silver,Hatchback,https://www.ebay.co.uk/itm/255618643718?hash=item3b840ef706:g:lfoAAOSwfztij4kF, 14 Jul 2022
vw golf 2007 1.6 fsi mk saloon car,530.00,2007,199000,Petrol,Manual,1.6,5,Silver,Saloon,https://www.ebay.co.uk/itm/185497020588?hash=item2b307be8ac:g:nIIAAOSwY09ik-aO, 14 Jul 2022
2003 Mk4 VW Golf 1.9 GT TDI 130,"1,620.00",2003,170000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/165577257889?hash=item268d2c73a1:g:~awAAOSwadxitEe3, 14 Jul 2022
"1997 GOLF VR6 2.8 immaculate bodywork, engine and wheels! Appreciating classic!","3,250.00",1997,92000,Petrol,Manual,2.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/155063362031?hash=item241a7f21ef:g:gBsAAOSwuM5iwxC1, 14 Jul 2022
2005 VW GOLF GTI MK5 TFSI FACTORY ORIGINAL,"2,800.00",2005,130000,Petrol,Manual,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/334500287835?hash=item4de1c5555b:g:oI0AAOSwz5VizCwH, 14 Jul 2022
"2010 Volkswagen Golf 1.6 TDi 105 SE 5dr DSG, Auto, 2010, GREY HATCHBACK Diesel","3,985.00",2010,90000,Diesel,Automatic,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/234615929764?hash=item36a032fba4:g:RcIAAOSwLbBizcIv, 14 Jul 2022
2008 Volkswagen Golf 1.6 Match FSI 5dr HATCHBACK PETROL Manual,"1,190.00",2008,144809,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/304562388501?hash=item46e9553e15:g:HboAAOSw2TBisd18, 14 Jul 2022
Volkswagen Gold GTI S 2009,"3,200.00",2009,96000,Petrol,Semi-Automatic,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/175340994127?hash=item28d3233e4f:g:Oe8AAOSwy2xiw1fp, 14 Jul 2022
VOLKSWAGEN GOLF MK5,"2,600.00",2006,92000,Petrol,Manual,1.6,,Grey,Coupe,https://www.ebay.co.uk/itm/185497300622?hash=item2b30802e8e:g:oqsAAOSw09xizHKr, 15 Jul 2022
Volkswagen Golf GTI DSG MK5 62k Miles Automatic GTI R S3 Low Mileage 1 Owner,"5,999.00",2006,61200,Petrol,Automatic,2,5,White,Hatchback,https://www.ebay.co.uk/itm/255600430880?hash=item3b82f90f20:g:fN0AAOSw-ttij8yP, 15 Jul 2022
VW Golf VR6 Highline Mulberry,"1,030.00",1998,205000,Petrol,Manual,2.8,5,Purple,Hatchback,https://www.ebay.co.uk/itm/185498255236?hash=item2b308ebf84:g:ItYAAOSwmjJipGVB, 15 Jul 2022
"2007 Volkswagen Golf Fsi,1.6 petrol, 6 speed Manual, 10 Months MOT",960.00,2007,118000,Petrol,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/385003296302?hash=item59a3fc162e:g:FNMAAOSwiUBizbPL, 15 Jul 2022
2011 (60) Volkswagen Golf 1.6TDI Bluemotion SE ESTATE 12 Months Mot 20 Road Tax,"2,000.00",2011,170000,Diesel,Manual,1.6,5,Black,Estate,https://www.ebay.co.uk/itm/374174953153?hash=item571e90aec1:g:2DkAAOSwwQdiztry, 15 Jul 2022
2012 Volkswagen Golf Se Tdi S-A 105 DSG Automatic Estate,"3,150.00",2012,99000,Diesel,Automatic,1.6,5,Brown,Estate,https://www.ebay.co.uk/itm/185490295354?hash=item2b30154a3a:g:enUAAOSwFg5iHjnI, 16 Jul 2022
Vw golf mk3 cl low mileage 1 owner,"2,000.00",1996,25264,Petrol,Automatic,1.8,5,Silver,Hatchback,https://www.ebay.co.uk/itm/394151014770?hash=item5bc53b3172:g:3MAAAOSwWnNiqyXW, 16 Jul 2022
VW GOLF GT Tdi 115 ,920.00,2003,163575,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/175346225190?hash=item28d3731026:g:WUgAAOSwZ6liyXsZ, 16 Jul 2022
No reserve BLACK VW GOLF 1.9 2007 MANUAL TINTS,942.00,2007,152000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/304562789937?hash=item46e95b5e31:g:N-0AAOSwLoxiuwRG, 16 Jul 2022
VW Golf R mk6 (no reserve) 99p Start,"7,800.00",2010,142000,Petrol,Manual,2,3,Red,Hatchback,https://www.ebay.co.uk/itm/134171932730?hash=item1f3d45383a:g:YAQAAOSwST1izz4v, 16 Jul 2022
Volkswagen golf,700.00,2003,98000,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/403776506501?hash=item5e02f48a85:g:kwAAAOSwlIdi0TDl, 16 Jul 2022
1999 Volkswagen Golf 1.6 sport,490.00,1999,88648,Petrol,Automatic,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/195206282880?hash=item2d73337e80:g:wgsAAOSwIS5iyr5P, 17 Jul 2022
2007 / 57 Volkswagen Golf Plus TDI SE ***0.99 No Reserve***,960.00,2007,128000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/225064660904?hash=item3466e62fa8:g:ywsAAOSwE1JixJUg, 17 Jul 2022
2006 VOLKSWAGEN GOLF SPORT TDI MK5 ***12 MONTHS MOT***,890.00,2006,150772,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/134167609533?hash=item1f3d0340bd:g:fcwAAOSw1uZiyE0s, 18 Jul 2022
2009 09 PLATE VOLKSWAGEN GOLF 2.0 GT TDI 5 DOOR BLACK 110K NO RESERVE AUCTION ,"1,800.00",2009,110758,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/195219767460?hash=item2d740140a4:g:2jkAAOSwlDRi0b7r, 18 Jul 2022
VW Golf 1.6 TDI Bluemotion Match,"8,000.00",2015,84000,Diesel,Automatic,1.6,5,Blue,Hatchback,https://www.ebay.co.uk/itm/295097328321?hash=item44b52be2c1:g:uIgAAOSwh7Zi0pnj, 19 Jul 2022
VW GOLF 1.9 TDI SE GOLF WITH CRUISE CONTROL VERY RELIABLE,686.66,2004,156000,Diesel,Manual,1.9,5,Blue,Hatchback,https://www.ebay.co.uk/itm/185502881017?hash=item2b30d554f9:g:ASMAAOSwy~Fixp3u, 19 Jul 2022
Volkswagen Golf automatic ,"3,700.00",2011,105900,Diesel,Automatic,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/155071379871?hash=item241af9799f:g:ybcAAOSw9-hiyvHi, 20 Jul 2022
Mk4 golf gti ,"1,120.00",2002,167000,Petrol,Manual,1.8,3,White,Hatchback,https://www.ebay.co.uk/itm/175347437220?hash=item28d3858ea4:g:8ZQAAOSwJIpiyzjp, 20 Jul 2022
VW Golf SE Bluemotion Tech 1.6 TDI Convertible 2013,"5,850.00",2013,61000,Diesel,Manual,1.6,3,White,Convertible,https://www.ebay.co.uk/itm/225084198296?hash=item3468104d98:g:mxIAAOSws15i2U8y, 21 Jul 2022
VOLKSWAGEN GOLF MK5,"2,600.00",2006,92000,Petrol,Manual,1.6,,Grey,Coupe,https://www.ebay.co.uk/itm/185504697946?hash=item2b30f10e5a:g:oqsAAOSw09xizHKr, 22 Jul 2022
1997 Vw golf mk3 convertible mk1 mk2 mk3 ,"2,000.00",1997,96000,Petrol,Manual,1.8,2,Red,Convertible,https://www.ebay.co.uk/itm/185501962244?hash=item2b30c75004:g:sAYAAOSwUb9i0aaW, 22 Jul 2022
2005 VW Golf 2.0 FSI GT Auto,"1,800.00",2005,107973,Petrol,Automatic,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/325270805686?hash=item4bbba69cb6:g:Tv8AAOSwOq1i0bAR, 22 Jul 2022
VW Golf Mk3 GTi 2.0 16v (1997) - Starts and Runs,"1,020.00",1997,157000,Petrol,Manual,2,5,Green,Hatchback,https://www.ebay.co.uk/itm/304566272724?hash=item46e99082d4:g:LnEAAOSwTHJixbZU, 22 Jul 2022
VW Golf mk2 GTI 8V 5-door in Atlas Grey - one previous owner,"2,500.00",1989,169500,Petrol,Manual,1.8,5 doors,atlas grey,Hatchback,https://www.ebay.co.uk/itm/234628562743?hash=item36a0f3bf37:g:HVMAAOSwiB9id8h5, 23 Jul 2022
VOLKSWAGEN GOLF GTI 2.0 -M1 FIVE  DOOR 2003 EXCELLENT RUNNER & CONDITION ,"1,040.00",2003,2006,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/325273947830?hash=item4bbbd68eb6:g:GzkAAOSwbO1i1Vz1, 23 Jul 2022
2009 Volkswagen Golf GT 1.4 litre,"2,200.00",2009,75000,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/165585915799?hash=item268db08f97:g:44YAAOSw8jpi1pxs, 23 Jul 2022
VW Golf R mk6 (no reserve) 99p Start,"7,500.00",2010,142000,Petrol,Manual,2,3,Red,Hatchback,https://www.ebay.co.uk/itm/134178523297?hash=item1f3da9c8a1:g:YAQAAOSwST1izz4v, 24 Jul 2022
Volkswagen Golf Match 1.9 Tdi  Mk 5 2008,"1,310.00",2008,128690,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/334502313538?hash=item4de1e43e42:g:Iy0AAOSw-FVizJHn, 23 Jul 2022
VW GOLF - GTI - MK5  - DSG  - 5 DOOR  EXCELLENT CONDITION,"4,250.00",2008,138150,Petrol,Automatic,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/195194571390?hash=item2d7280ca7e:g:yYoAAOSwvbZil9QC, 24 Jul 2022
2008 VOLKSWAGEN GOLF R32 DSG 5 DOOR,"5,600.00",2008,126000,Petrol,Automatic,3.2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/195229342811?hash=item2d74935c5b:g:n8QAAOSw-Npi1v~F, 24 Jul 2022
"VW Golf R32 mk5 - bucket seats, manual","4,500.00",2005,98000,Petrol,Manual,3.2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/334512325243?hash=item4de27d027b:g:ad4AAOSw1pdi3YxV, 24 Jul 2022
VW MK4 Mark 4 Golf GTi 1.8T 5 door Recaros sunroof,820.00,1999,100000,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/394164115844?hash=item5bc6031984:g:D8AAAOSwv41i0JIV, 24 Jul 2022
MK6 2010 Golf GTI,"6,000.00",2010,104000,Petrol,Manual,2,5,White,Hatchback,https://www.ebay.co.uk/itm/234627743820?hash=item36a0e7404c:g:2HEAAOSwtJdiwJ1a, 25 Jul 2022
Golf car,"1,200.00",2006,132000,Petrol,Semi-Automatic,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374187070973?hash=item571f4995fd:g:vMMAAOSwTcZi3HCA, 25 Jul 2022
VOLKSWAGEN GOLF GTI 2.0 -M1 FIVE  DOOR 2003 EXCELLENT RUNNER & CONDITION ,"1,200.00",2003,2006,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/325281986213?hash=item4bbc5136a5:g:GzkAAOSwbO1i1Vz1, 25 Jul 2022
Volkswagen Golf 2.0 TFSI GTI DSG 5dr Petrol ,"1,650.00",2008,129000,Petrol,Automatic,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/134178680933?hash=item1f3dac3065:g:sAwAAOSwOYVidbTU, 25 Jul 2022
VW GOLF GT SPORT ,"1,420.00",2007,170000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/204038991802?hash=item2f81abefba:g:WbsAAOSwO7Fi0mM3, 26 Jul 2022
VW MK5 Golf R32 3.2L 4 Motion,"6,195.00",2006,124000,Petrol,Manual,3.2,3,Black,Hatchback,https://www.ebay.co.uk/itm/134165827573?hash=item1f3ce80ff5:g:YgEAAOSwP7xicwl-, 26 Jul 2022
Volkswagen Golf 1.6 SE Petrol Manuel 2006/ ULEZ Compliant ,"1,000.00",2006,121000,Petrol,Manual,1.6,,Silver,Hatchback,https://www.ebay.co.uk/itm/304576433400?hash=item46ea2b8cf8:g:IAIAAOSw-KhiyCMd, 27 Jul 2022
"VOLKSWAGEN GOLF 2002,1.6 PETROL, SHORT MOT, CHEAP CAR",625.00,2002,167000,Petrol,Manual,1.6,5,Blue,Hatchback,https://www.ebay.co.uk/itm/325282341546?hash=item4bbc56a2aa:g:8-YAAOSwUHNi3tU7, 27 Jul 2022
VW Golf GT TDI 140  2 Owners FSH,"2,200.00",2010,143750,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/115469898564?hash=item1ae28ad344:g:zskAAOSwmSli19cO, 27 Jul 2022
VW Golf GT 1.4 TSI ,"1,750.00",2009,113000,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/325279208738?hash=item4bbc26d522:g:b8YAAOSwET1i2sSa, 28 Jul 2022
